时间,连通分量,城市
20201205,1,['吐鲁番']
20201205,2,['山南']
20201205,3,['澄迈县']
20201205,4,['定安县']
20201205,5,['临高县']
20201206,0,"['福州', '三明', '泉州', '洛阳', '三门峡', '郑州', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '宁波', '南京', '北京', '湖州', '盐城', '常州', '绍兴', '合肥', '泰州', '深圳', '舟山', '东莞', '广州', '惠州', '佛山', '中山', '河源', '茂名', '清远', '滨州', '东营', '潍坊', '珠海', '江门', '运城', '临汾', '太原', '日照', '临沂', '青岛', '济南', '枣庄', '连云港', '济宁', '徐州', '泰安', '沈阳', '丹东', '金华', '丽水', '温州', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '南昌', '九江', '黄冈', '云浮', '肇庆', '阜阳', '亳州', '武汉', '仙桃', '贵港', '双鸭山', '佳木斯', '哈尔滨', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '黔西南布依族苗族自治州', '曲靖', '安顺', '内江', '自贡', '重庆', '资阳', '包头', '巴彦淖尔', '张家口', '承德', '唐山', '邯郸', '西安', '邢台', '秦皇岛', '钦州', '北海', '南宁', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '扬州', '淮安', '宿迁', '芜湖', '南充', '广安', '崇左', '百色', '河池', '玉林', '柳州', '防城港', '桂林', '来宾', '南平', '宜春', '上饶', '抚州', '吉安', '赣州', '南阳', '平顶山', '漳州', '厦门', '龙岩', '台州', '淮南', '安庆', '蚌埠', '宿州', '铜陵', '长春', '吉林', '延边朝鲜族自治州', '吕梁', '晋中', '周口', '商丘', '漯河', '许昌', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '菏泽', '开封', '商洛', '四平', '朔州', '大同', '营口', '大连', '忻州', '长治', '阳泉', '烟台', '威海', '长沙', '娄底', '邵阳', '湘潭', '孝感', '宁德', '安康', '安阳', '鹤壁', '濮阳', '新乡', '荆州', '宜昌', '新余', '宣城', '淮北', '岳阳', '益阳', '巴中', '常德', '张家界', '广元', '绵阳', '韶关', '湛江', '揭阳', '梅州', '汕头', '衡阳', '阳江', '汕尾', '延安', '榆林', '德州', '聊城', '德阳', '怀化', '遂宁', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '达州', '泸州', '甘孜藏族自治州', '抚顺', '潮州', '攀枝花', '红河哈尼族彝族自治州', '文山', '昆明', '焦作', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '西双版纳傣族自治州', '普洱', '晋城', '景德镇', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '葫芦岛', '莆田', '淄博', '济源', '萍乡', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '通辽', '恩施土家族苗族自治州', '白城', '通化', '鹰潭']"
20201206,1,"['保山', '德宏傣族景颇族自治州']"
20201206,2,"['天水', '兰州', '临夏回族自治州', '定西', '武威', '白银']"
20201206,3,['山南']
20201206,4,"['西宁', '海西州', '海南州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20201206,5,['澄迈县']
20201206,6,['定安县']
20201206,7,['临高县']
20201207,0,"['北京', '福州', '三明', '泉州', '厦门', '洛阳', '三门峡', '郑州', '苏州', '上海', '南通', '杭州', '嘉兴', '无锡', '南京', '宁波', '盐城', '常州', '绍兴', '合肥', '泰州', '湖州', '扬州', '温州', '舟山', '镇江', '深圳', '金华', '台州', '广州', '芜湖', '徐州', '宣城', '成都', '武汉', '东莞', '惠州', '佛山', '中山', '茂名', '河源', '清远', '玉林', '江门', '梅州', '珠海', '韶关', '滨州', '东营', '潍坊', '淄博', '济南', '运城', '临汾', '太原', '晋中', '日照', '临沂', '枣庄', '青岛', '济宁', '连云港', '泰安', '沈阳', '丹东', '丽水', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '包头', '鄂尔多斯', '乌海', '乐山', '眉山', '肇庆', '云浮', '阜阳', '亳州', '淮北', '仙桃', '贵港', '湛江', '梧州', '哈尔滨', '佳木斯', '双鸭山', '鹤岗', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '邢台', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '曲靖', '定西', '兰州', '白银', '临夏回族自治州', '天水', '武威', '西安', '内江', '自贡', '重庆', '巴彦淖尔', '张家口', '唐山', '承德', '邯郸', '秦皇岛', '大同', '赤峰', '德州', '聊城', '长沙', '大连', '长春', '菏泽', '南宁', '北海', '钦州', '襄阳', '十堰', '滁州', '马鞍山', '淮安', '宿迁', '南充', '广安', '崇左', '百色', '河池', '桂林', '柳州', '来宾', '防城港', '南平', '宜春', '南昌', '九江', '上饶', '抚州', '吉安', '赣州', '景德镇', '新余', '鹰潭', '南阳', '平顶山', '漳州', '龙岩', '莆田', '淮南', '安庆', '蚌埠', '宿州', '铜陵', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '榆林', '周口', '商丘', '许昌', '漯河', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '伊春', '鸡西', '开封', '商洛', '四平', '朔州', '营口', '忻州', '长治', '阳泉', '晋城', '烟台', '威海', '娄底', '邵阳', '湘潭', '孝感', '宁德', '安康', '安阳', '鹤壁', '濮阳', '新乡', '安顺', '宜昌', '荆州', '岳阳', '益阳', '巴中', '常德', '广元', '绵阳', '汕头', '揭阳', '阳江', '衡阳', '汕尾', '郴州', '庆阳', '延安', '延边', '张家界', '德阳', '怀化', '资阳', '遂宁', '阿坝藏族羌族自治州', '雅安', '宜宾', '达州', '凉山彝族自治州', '泸州', '甘孜藏族自治州', '抚顺', '潮州', '攀枝花', '昆明', '文山', '红河哈尼族彝族自治州', '焦作', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '西双版纳傣族自治州', '普洱', '朝阳', '本溪', '衢州', '松原', '株洲', '贺州', '黄冈', '鄂州', '黄石', '荆门', '随州', '恩施土家族苗族自治州', '天门', '潜江', '遵义', '永州', '汉中', '池州', '铁岭', '鞍山', '辽阳', '锦州', '阜新', '盘锦', '葫芦岛', '通辽', '济源', '西宁', '海南州', '海西州', '白城', '海东', '海南藏族自治州', '海西蒙古族藏族自治州', '海北藏族自治州', '铜川', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '黔西南布依族苗族自治州', '白山', '湘西土家族苗族自治州', '萍乡']"
20201207,1,['吐鲁番']
20201207,2,['山南']
20201207,3,['日喀则']
20201207,4,['澄迈县']
20201207,5,['定安县']
20201207,6,['临高县']
20201208,0,"['福州', '三明', '泉州', '洛阳', '三门峡', '郑州', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '北京', '宁波', '南京', '盐城', '常州', '合肥', '泰州', '绍兴', '湖州', '温州', '深圳', '扬州', '舟山', '金华', '台州', '东莞', '广州', '惠州', '佛山', '中山', '茂名', '玉林', '滨州', '东营', '潍坊', '珠海', '江门', '运城', '临汾', '太原', '日照', '临沂', '济南', '青岛', '枣庄', '济宁', '连云港', '徐州', '泰安', '沈阳', '丹东', '丽水', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '云浮', '肇庆', '阜阳', '亳州', '武汉', '仙桃', '清远', '贵港', '哈尔滨', '佳木斯', '双鸭山', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '定西', '兰州', '临夏回族自治州', '白银', '天水', '武威', '西安', '内江', '自贡', '重庆', '包头', '巴彦淖尔', '张家口', '承德', '唐山', '邯郸', '邢台', '秦皇岛', '大同', '长沙', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '淮安', '宿迁', '芜湖', '南充', '崇左', '百色', '河池', '柳州', '桂林', '来宾', '防城港', '南平', '宜春', '南昌', '九江', '上饶', '抚州', '赣州', '吉安', '南阳', '平顶山', '漳州', '厦门', '龙岩', '淮南', '安庆', '蚌埠', '宿州', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '晋中', '榆林', '周口', '商丘', '漯河', '许昌', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '菏泽', '开封', '商洛', '四平', '朔州', '大连', '营口', '忻州', '长治', '阳泉', '烟台', '威海', '娄底', '邵阳', '孝感', '宁德', '安康', '安阳', '鹤壁', '濮阳', '新乡', '安顺', '宜昌', '荆州', '新余', '宣城', '淮北', '岳阳', '益阳', '巴中', '常德', '广元', '绵阳', '广安', '湛江', '韶关', '汕头', '揭阳', '梅州', '衡阳', '阳江', '河源', '汕尾', '延安', '延边', '张家界', '德州', '聊城', '德阳', '怀化', '资阳', '遂宁', '阿坝藏族羌族自治州', '雅安', '凉山彝族自治州', '宜宾', '达州', '泸州', '甘孜藏族自治州', '抚顺', '潮州', '攀枝花', '昆明', '文山', '红河哈尼族彝族自治州', '焦作', '曲靖', '玉溪', '楚雄彝族自治州', '昭通', '西双版纳傣族自治州', '文山壮族苗族自治州', '普洱', '晋城', '景德镇', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '湘潭', '梧州', '黄冈', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '铁岭', '鞍山', '辽阳', '锦州', '阜新', '盘锦', '通辽', '葫芦岛', '莆田', '淄博', '白城', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '黔西南布依族苗族自治州', '贺州', '恩施土家族苗族自治州', '湘西土家族苗族自治州', '萍乡']"
20201208,1,['吐鲁番']
20201208,2,['山南']
20201208,3,['日喀则']
20201208,4,"['西宁', '海西州', '海南州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20201208,5,['澄迈县']
20201208,6,['定安县']
20201209,0,"['福州', '三明', '洛阳', '三门峡', '郑州', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '北京', '宁波', '南京', '盐城', '常州', '合肥', '泰州', '湖州', '绍兴', '深圳', '舟山', '温州', '广州', '扬州', '南昌', '上饶', '景德镇', '东莞', '惠州', '佛山', '中山', '茂名', '滨州', '东营', '潍坊', '珠海', '江门', '运城', '临汾', '太原', '日照', '临沂', '济南', '青岛', '枣庄', '济宁', '徐州', '连云港', '泰安', '沈阳', '丹东', '丽水', '金华', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '云浮', '肇庆', '阜阳', '亳州', '武汉', '仙桃', '清远', '贵港', '哈尔滨', '佳木斯', '双鸭山', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '内江', '自贡', '重庆', '包头', '巴彦淖尔', '张家口', '承德', '唐山', '邯郸', '西安', '邢台', '秦皇岛', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '淮安', '宿迁', '南充', '崇左', '百色', '河池', '玉林', '柳州', '桂林', '防城港', '来宾', '南平', '宜春', '九江', '抚州', '吉安', '赣州', '南阳', '漳州', '厦门', '泉州', '龙岩', '台州', '淮南', '安庆', '芜湖', '蚌埠', '宿州', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '晋中', '榆林', '周口', '商丘', '许昌', '漯河', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '菏泽', '开封', '商洛', '四平', '朔州', '大同', '大连', '营口', '忻州', '长治', '阳泉', '烟台', '威海', '长沙', '娄底', '邵阳', '孝感', '宁德', '安康', '安阳', '鹤壁', '新乡', '濮阳', '安顺', '宜昌', '荆州', '宣城', '淮北', '岳阳', '益阳', '巴中', '常德', '平顶山', '广元', '广安', '湛江', '韶关', '汕头', '揭阳', '河源', '梅州', '阳江', '衡阳', '延安', '张家界', '德州', '聊城', '德阳', '绵阳', '怀化', '汕尾', '资阳', '遂宁', '阿坝藏族羌族自治州', '凉山彝族自治州', '雅安', '宜宾', '达州', '泸州', '抚顺', '潮州', '攀枝花', '昆明', '文山', '红河哈尼族彝族自治州', '焦作', '曲靖', '玉溪', '楚雄彝族自治州', '昭通', '西双版纳傣族自治州', '文山壮族苗族自治州', '普洱', '晋城', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '湘潭', '梧州', '黄冈', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '通辽', '葫芦岛', '莆田', '淄博', '白城', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '黔西南布依族苗族自治州', '恩施土家族苗族自治州', '湘西土家族苗族自治州']"
20201209,1,['吐鲁番']
20201209,2,"['天水', '兰州', '临夏回族自治州', '定西', '武威', '白银']"
20201209,3,['山南']
20201209,4,['日喀则']
20201209,5,"['西宁', '海西州', '海南州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20201209,6,['澄迈县']
20201209,7,['定安县']
20201209,8,['临高县']
20201210,0,"['北京', '福州', '三明', '洛阳', '三门峡', '郑州', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '盐城', '常州', '合肥', '湖州', '深圳', '广州', '泰州', '绍兴', '舟山', '温州', '东莞', '惠州', '佛山', '中山', '茂名', '滨州', '东营', '潍坊', '珠海', '江门', '运城', '临汾', '太原', '日照', '临沂', '济南', '青岛', '枣庄', '连云港', '徐州', '济宁', '沈阳', '丹东', '金华', '丽水', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '南昌', '九江', '黄冈', '肇庆', '云浮', '阜阳', '亳州', '武汉', '仙桃', '清远', '哈尔滨', '佳木斯', '双鸭山', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '内江', '自贡', '重庆', '包头', '巴彦淖尔', '张家口', '唐山', '承德', '邯郸', '西安', '邢台', '秦皇岛', '长沙', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '扬州', '淮安', '宿迁', '芜湖', '南充', '崇左', '百色', '河池', '玉林', '贵港', '柳州', '桂林', '防城港', '来宾', '南平', '宜春', '上饶', '抚州', '赣州', '吉安', '南阳', '平顶山', '漳州', '厦门', '泉州', '龙岩', '台州', '淮南', '安庆', '蚌埠', '宿州', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '晋中', '榆林', '周口', '商丘', '许昌', '漯河', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '菏泽', '开封', '商洛', '四平', '朔州', '大同', '大连', '营口', '忻州', '长治', '阳泉', '烟台', '威海', '娄底', '邵阳', '孝感', '宁德', '安康', '安阳', '鹤壁', '新乡', '濮阳', '安顺', '宜昌', '荆州', '宣城', '淮北', '岳阳', '益阳', '巴中', '常德', '广元', '广安', '湛江', '韶关', '汕头', '揭阳', '衡阳', '梅州', '河源', '阳江', '延安', '德州', '聊城', '德阳', '绵阳', '怀化', '汕尾', '资阳', '遂宁', '阿坝藏族羌族自治州', '雅安', '凉山彝族自治州', '宜宾', '达州', '抚顺', '潮州', '攀枝花', '昆明', '文山', '红河哈尼族彝族自治州', '焦作', '曲靖', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '西双版纳傣族自治州', '普洱', '晋城', '景德镇', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '湘潭', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '葫芦岛', '通辽', '莆田', '泰安', '泸州', '淄博', '白城', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '黔西南布依族苗族自治州', '恩施土家族苗族自治州', '张家界', '湘西土家族苗族自治州']"
20201210,1,['吐鲁番']
20201210,2,"['保山', '德宏傣族景颇族自治州']"
20201210,3,"['天水', '兰州', '临夏回族自治州', '定西', '武威', '白银']"
20201210,4,['山南']
20201210,5,"['西宁', '海西州', '海南州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20201210,6,['澄迈县']
20201210,7,['定安县']
20201211,0,"['北京', '福州', '三明', '洛阳', '三门峡', '郑州', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '盐城', '常州', '合肥', '湖州', '深圳', '广州', '泰州', '绍兴', '舟山', '扬州', '金华', '东莞', '惠州', '佛山', '中山', '滨州', '东营', '潍坊', '珠海', '江门', '运城', '临汾', '太原', '晋中', '日照', '临沂', '济南', '枣庄', '青岛', '济宁', '连云港', '徐州', '泰安', '沈阳', '丹东', '丽水', '温州', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '肇庆', '云浮', '阜阳', '亳州', '武汉', '仙桃', '清远', '哈尔滨', '佳木斯', '双鸭山', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '曲靖', '定西', '兰州', '临夏回族自治州', '白银', '天水', '武威', '内江', '自贡', '重庆', '包头', '巴彦淖尔', '张家口', '唐山', '承德', '邯郸', '西安', '邢台', '秦皇岛', '长沙', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '淮安', '宿迁', '芜湖', '南充', '广安', '崇左', '百色', '河池', '玉林', '柳州', '贵港', '桂林', '防城港', '来宾', '梧州', '南平', '宜春', '南昌', '九江', '上饶', '抚州', '赣州', '吉安', '南阳', '平顶山', '漳州', '厦门', '泉州', '龙岩', '台州', '淮南', '安庆', '蚌埠', '宿州', '宣城', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '榆林', '周口', '商丘', '漯河', '许昌', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '开封', '菏泽', '商洛', '四平', '朔州', '大同', '大连', '营口', '忻州', '长治', '阳泉', '烟台', '威海', '娄底', '邵阳', '孝感', '宁德', '安康', '安阳', '鹤壁', '新乡', '濮阳', '安顺', '宜昌', '荆州', '新余', '淮北', '岳阳', '益阳', '巴中', '常德', '广元', '绵阳', '湛江', '韶关', '茂名', '汕头', '河源', '梅州', '揭阳', '阳江', '衡阳', '延安', '延边', '张家界', '德州', '聊城', '德阳', '怀化', '汕尾', '资阳', '阿坝藏族羌族自治州', '雅安', '遂宁', '凉山彝族自治州', '宜宾', '达州', '泸州', '甘孜藏族自治州', '抚顺', '潮州', '攀枝花', '昆明', '文山', '红河哈尼族彝族自治州', '焦作', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '西双版纳傣族自治州', '普洱', '晋城', '景德镇', '赤峰', '朝阳', '本溪', '衢州', '松原', '白城', '株洲', '湘潭', '贺州', '黄冈', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '葫芦岛', '莆田', '淄博', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '黔西南布依族苗族自治州', '通辽', '恩施土家族苗族自治州', '铜陵', '白山', '湘西土家族苗族自治州']"
20201211,1,['吐鲁番']
20201211,2,['山南']
20201211,3,"['海南藏族自治州', '海南州', '海东', '西宁']"
20201211,4,['澄迈县']
20201211,5,['定安县']
20201211,6,['临高县']
20201212,0,"['北京', '福州', '三明', '厦门', '泉州', '洛阳', '三门峡', '郑州', '苏州', '上海', '杭州', '嘉兴', '南通', '无锡', '南京', '宁波', '常州', '合肥', '盐城', '深圳', '湖州', '绍兴', '广州', '泰州', '舟山', '金华', '扬州', '温州', '武汉', '重庆', '南昌', '上饶', '景德镇', '鹰潭', '东莞', '惠州', '佛山', '中山', '茂名', '清远', '河源', '珠海', '江门', '滨州', '东营', '潍坊', '淄博', '运城', '临汾', '太原', '晋中', '日照', '临沂', '济南', '青岛', '济宁', '枣庄', '连云港', '徐州', '泰安', '沈阳', '丹东', '大连', '丽水', '大理白族自治州', '丽江', '昆明', '呼和浩特', '乌兰察布', '包头', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '云浮', '肇庆', '阜阳', '亳州', '仙桃', '哈尔滨', '佳木斯', '双鸭山', '鹤岗', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '张家口', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '淮南', '毕节', '六盘水', '贵阳', '安顺', '黔西南布依族苗族自治州', '曲靖', '定西', '兰州', '临夏回族自治州', '白银', '武威', '天水', '西宁', '陇南', '内江', '自贡', '资阳', '巴彦淖尔', '唐山', '承德', '邯郸', '西安', '邢台', '秦皇岛', '长沙', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '淮安', '宿迁', '芜湖', '南充', '广安', '崇左', '百色', '河池', '玉林', '贵港', '柳州', '防城港', '桂林', '来宾', '梧州', '南平', '宜春', '九江', '抚州', '赣州', '吉安', '南阳', '平顶山', '漳州', '龙岩', '台州', '安庆', '蚌埠', '宿州', '宣城', '铜陵', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '榆林', '周口', '商丘', '漯河', '许昌', '开封', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '菏泽', '商洛', '四平', '朔州', '大同', '营口', '天门', '忻州', '长治', '阳泉', '烟台', '威海', '娄底', '邵阳', '湘潭', '孝感', '宁德', '池州', '安康', '安阳', '鹤壁', '新乡', '濮阳', '宜昌', '荆州', '恩施土家族苗族自治州', '新余', '萍乡', '淮北', '岳阳', '益阳', '巴中', '常德', '张家界', '广元', '绵阳', '韶关', '湛江', '梅州', '汕头', '揭阳', '阳江', '汕尾', '衡阳', '庆阳', '延安', '延边', '德州', '聊城', '德阳', '怀化', '湘西土家族苗族自治州', '雅安', '阿坝藏族羌族自治州', '遂宁', '宜宾', '凉山彝族自治州', '达州', '泸州', '甘孜藏族自治州', '抚顺', '潮州', '攀枝花', '文山', '红河哈尼族彝族自治州', '焦作', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '西双版纳傣族自治州', '普洱', '晋城', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '贺州', '永州', '黄冈', '鄂州', '黄石', '荆门', '随州', '遵义', '郴州', '汉中', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '葫芦岛', '通辽', '莆田', '济源', '海南州', '铜川', '潜江', '白城', '兴安盟', '海东', '海南藏族自治州', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁']"
20201212,1,['山南']
20201212,2,['日喀则']
20201212,3,['澄迈县']
20201212,4,['定安县']
20201212,5,['临高县']
20201213,0,"['北京', '福州', '三明', '泉州', '洛阳', '三门峡', '郑州', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '宁波', '南京', '湖州', '盐城', '常州', '绍兴', '合肥', '泰州', '舟山', '深圳', '广州', '扬州', '金华', '南昌', '上饶', '景德镇', '东莞', '惠州', '佛山', '中山', '河源', '茂名', '江门', '清远', '滨州', '东营', '潍坊', '珠海', '运城', '临汾', '太原', '日照', '临沂', '济南', '青岛', '枣庄', '济宁', '连云港', '徐州', '泰安', '沈阳', '丹东', '丽水', '温州', '大理白族自治州', '丽江', '呼和浩特', '乌兰察布', '鄂尔多斯', '乌海', '成都', '乐山', '眉山', '云浮', '肇庆', '阜阳', '亳州', '武汉', '仙桃', '哈尔滨', '佳木斯', '双鸭山', '保定', '石家庄', '廊坊', '沧州', '天津', '衡水', '德宏傣族景颇族自治州', '保山', '信阳', '驻马店', '六安', '毕节', '六盘水', '贵阳', '曲靖', '黔西南布依族苗族自治州', '内江', '自贡', '重庆', '包头', '巴彦淖尔', '张家口', '承德', '唐山', '邯郸', '西安', '邢台', '秦皇岛', '南宁', '北海', '钦州', '襄阳', '十堰', '镇江', '滁州', '马鞍山', '淮安', '宿迁', '芜湖', '宣城', '南充', '广安', '崇左', '百色', '河池', '玉林', '贵港', '柳州', '桂林', '防城港', '来宾', '南平', '宜春', '九江', '抚州', '吉安', '赣州', '南阳', '平顶山', '漳州', '厦门', '龙岩', '莆田', '台州', '淮南', '安庆', '蚌埠', '宿州', '铜陵', '长春', '吉林', '延边朝鲜族自治州', '通化', '吕梁', '晋中', '榆林', '周口', '商丘', '漯河', '许昌', '咸宁', '咸阳', '宝鸡', '渭南', '绥化', '大庆', '齐齐哈尔', '牡丹江', '黑河', '开封', '菏泽', '商洛', '四平', '朔州', '大同', '营口', '大连', '德州', '忻州', '长治', '阳泉', '烟台', '威海', '长沙', '娄底', '邵阳', '湘潭', '孝感', '宁德', '安康', '安阳', '鹤壁', '新乡', '濮阳', '安顺', '荆州', '宜昌', '新余', '萍乡', '淮北', '岳阳', '益阳', '常德', '绵阳', '广元', '韶关', '湛江', '梅州', '汕头', '揭阳', '阳江', '衡阳', '汕尾', '延安', '张家界', '聊城', '德阳', '怀化', '资阳', '遂宁', '雅安', '阿坝藏族羌族自治州', '凉山彝族自治州', '宜宾', '达州', '抚顺', '潮州', '攀枝花', '红河哈尼族彝族自治州', '文山', '昆明', '焦作', '玉溪', '楚雄彝族自治州', '昭通', '文山壮族苗族自治州', '普洱', '晋城', '西双版纳傣族自治州', '赤峰', '朝阳', '本溪', '衢州', '松原', '株洲', '贺州', '黄冈', '鄂州', '黄石', '荆门', '随州', '遵义', '永州', '汉中', '池州', '铁岭', '辽阳', '鞍山', '锦州', '阜新', '盘锦', '葫芦岛', '泸州', '淄博', '济源', '郴州', '铜川', '庆阳', '黔南布依族苗族自治州', '黔东南苗族侗族自治州', '铜仁', '通辽', '恩施土家族苗族自治州', '白城', '鹰潭']"
20201213,1,"['天水', '兰州', '临夏回族自治州', '定西', '武威', '白银']"
20201213,2,['山南']
20201213,3,['日喀则']
20201213,4,"['西宁', '海北藏族自治州', '海西州', '海南州', '海西蒙古族藏族自治州', '海南藏族自治州', '海东']"
20201213,5,['澄迈县']
20201213,6,['定安县']
20201213,7,['临高县']
