时间,连通分量,分量的城市
20200413,2,"['包头', '呼和浩特']"
20200413,3,"['西宁', '白银', '临夏回族自治州', '兰州', '天水']"
20200414,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '沧州', '邯郸', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '大同', '晋中', '太原', '忻州', '临汾', '长治', '运城', '阳泉', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '大连', '本溪', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '哈尔滨', '延边朝鲜族自治州', '通化', '绥化', '大庆', '齐齐哈尔', '佳木斯', '牡丹江', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '南京', '常州', '盐城', '湖州', '合肥', '舟山', '泰州', '绍兴', '金华', '扬州', '温州', '阜阳', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '芜湖', '宣城', '宿州', '临沂', '济宁', '枣庄', '连云港', '日照', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '淮北', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '滨州', '潍坊', '青岛', '烟台', '威海', '东营', '濮阳', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '南阳', '平顶山', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '永州', '怀化', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '江门', '肇庆', '湛江', '韶关', '珠海', '茂名', '梅州', '揭阳', '云浮', '汕头', '河源', '阳江', '汕尾', '潮州', '玉林', '钦州', '南宁', '贵港', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '贵阳', '南充', '内江', '资阳', '遂宁', '眉山', '德阳', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200414,2,"['包头', '呼和浩特']"
20200414,3,"['临夏回族自治州', '兰州', '白银', '天水']"
20200415,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '沧州', '邯郸', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '锡林郭勒盟', '晋中', '太原', '忻州', '临汾', '长治', '运城', '阳泉', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '大连', '本溪', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '绥化', '大庆', '齐齐哈尔', '佳木斯', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '盐城', '湖州', '常州', '合肥', '舟山', '绍兴', '泰州', '金华', '温州', '扬州', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '宿州', '临沂', '济宁', '枣庄', '连云港', '日照', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '阜阳', '亳州', '蚌埠', '淮北', '铜陵', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '滨州', '菏泽', '潍坊', '青岛', '烟台', '威海', '东营', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '南阳', '平顶山', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '郴州', '永州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '江门', '肇庆', '湛江', '韶关', '茂名', '珠海', '梅州', '云浮', '揭阳', '汕头', '河源', '阳江', '汕尾', '潮州', '玉林', '钦州', '南宁', '贵港', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '贵阳', '遂宁', '资阳', '眉山', '德阳', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '甘孜藏族自治州', '巴中', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200415,2,"['包头', '呼和浩特']"
20200415,3,"['临夏回族自治州', '兰州', '白银', '天水']"
20200416,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '沧州', '邯郸', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '晋中', '太原', '忻州', '临汾', '长治', '运城', '阳泉', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '大连', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '哈尔滨', '通化', '延边朝鲜族自治州', '绥化', '大庆', '齐齐哈尔', '佳木斯', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '南京', '盐城', '合肥', '常州', '湖州', '泰州', '舟山', '绍兴', '金华', '扬州', '温州', '阜阳', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '宿州', '临沂', '济宁', '枣庄', '连云港', '日照', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '蚌埠', '亳州', '铜陵', '淮北', '池州', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '赣州', '吉安', '景德镇', '萍乡', '长沙', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '滨州', '潍坊', '青岛', '烟台', '威海', '东营', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '永州', '怀化', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '江门', '肇庆', '韶关', '湛江', '茂名', '珠海', '云浮', '梅州', '揭阳', '汕头', '阳江', '河源', '汕尾', '潮州', '玉林', '钦州', '南宁', '贵港', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '贵阳', '内江', '遂宁', '资阳', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200416,2,"['包头', '呼和浩特']"
20200416,3,"['临夏回族自治州', '兰州', '白银', '天水']"
20200417,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '沧州', '邯郸', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '大连', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '通化', '延边朝鲜族自治州', '哈尔滨', '绥化', '大庆', '佳木斯', '齐齐哈尔', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '湖州', '南京', '常州', '盐城', '合肥', '绍兴', '泰州', '舟山', '扬州', '金华', '温州', '台州', '阜阳', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '连云港', '宿州', '临沂', '济宁', '枣庄', '日照', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '蚌埠', '亳州', '铜陵', '池州', '淮北', '周口', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '驻马店', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '随州', '荆门', '宜昌', '恩施土家族苗族自治州', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '湘潭', '益阳', '株洲', '常德', '娄底', '衡阳', '邵阳', '郴州', '怀化', '永州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '肇庆', '江门', '韶关', '湛江', '茂名', '珠海', '云浮', '梅州', '揭阳', '阳江', '河源', '汕头', '汕尾', '潮州', '贵港', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '内江', '南充', '贵阳', '遂宁', '资阳', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200417,2,"['包头', '呼和浩特']"
20200417,3,"['临夏回族自治州', '兰州', '白银', '天水']"
20200418,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '沧州', '邯郸', '德州', '石家庄', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '大同', '运城', '朔州', '晋城', '西安', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '白城', '兴安盟', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '本溪', '锦州', '营口', '大连', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '通化', '苏州', '上海', '南通', '嘉兴', '杭州', '无锡', '南京', '宁波', '常州', '湖州', '盐城', '绍兴', '泰州', '合肥', '舟山', '金华', '温州', '镇江', '滁州', '马鞍山', '扬州', '宿迁', '徐州', '芜湖', '宣城', '连云港', '宿州', '临沂', '济宁', '枣庄', '衢州', '台州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '阜阳', '蚌埠', '亳州', '铜陵', '淮北', '池州', '周口', '商丘', '信阳', '福州', '莆田', '泉州', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '滨州', '潍坊', '青岛', '烟台', '东营', '日照', '威海', '濮阳', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '驻马店', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '潜江', '重庆', '湘西土家族苗族自治州', '岳阳', '湘潭', '益阳', '株洲', '常德', '娄底', '衡阳', '邵阳', '郴州', '永州', '怀化', '张家界', '佛山', '东莞', '清远', '深圳', '惠州', '中山', '肇庆', '江门', '韶关', '茂名', '珠海', '湛江', '云浮', '梅州', '河源', '揭阳', '汕头', '汕尾', '潮州', '玉林', '阳江', '钦州', '南宁', '贵港', '柳州', '防城港', '北海', '桂林', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '内江', '遂宁', '资阳', '贵阳', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '自贡', '宜宾', '广元', '凉山彝族自治州', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '渭南', '宝鸡', '延安', '安康', '铜川', '汉中']"
20200418,2,"['包头', '呼和浩特']"
20200418,3,"['大庆', '绥化', '哈尔滨']"
20200418,4,"['临夏回族自治州', '兰州', '白银', '天水']"
20200419,1,"['廊坊', '北京', '保定', '天津', '张家口', '唐山', '承德', '石家庄', '沧州', '邯郸', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '沈阳', '白城', '兴安盟', '铁岭', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '大连', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '苏州', '上海', '嘉兴', '南通', '杭州', '无锡', '宁波', '南京', '盐城', '常州', '湖州', '合肥', '绍兴', '泰州', '舟山', '扬州', '阜阳', '金华', '温州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '宿州', '临沂', '济宁', '枣庄', '连云港', '日照', '台州', '衢州', '上饶', '丽水', '宁德', '六安', '淮南', '安庆', '蚌埠', '亳州', '池州', '铜陵', '淮北', '周口', '驻马店', '商丘', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '威海', '东营', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '漯河', '信阳', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '随州', '荆门', '宜昌', '恩施土家族苗族自治州', '岳阳', '潜江', '重庆', '湘西土家族苗族自治州', '湘潭', '益阳', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '永州', '郴州', '张家界', '桂林', '东莞', '佛山', '清远', '深圳', '惠州', '中山', '肇庆', '江门', '韶关', '湛江', '珠海', '茂名', '云浮', '梅州', '揭阳', '河源', '阳江', '汕头', '汕尾', '潮州', '贵港', '玉林', '钦州', '南宁', '防城港', '柳州', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '内江', '南充', '贵阳', '资阳', '遂宁', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '自贡', '凉山彝族自治州', '广元', '甘孜藏族自治州', '巴中', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '铜川', '安康', '汉中']"
20200419,2,"['包头', '呼和浩特']"
20200419,3,"['大庆', '绥化', '哈尔滨']"
20200419,4,"['临夏回族自治州', '兰州', '白银', '天水']"
20200420,1,"['廊坊', '北京', '保定', '天津', '张家口', '唐山', '承德', '石家庄', '沧州', '邯郸', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '濮阳', '大同', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '西安', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '锦州', '本溪', '大连', '营口', '阜新', '长春', '丹东', '盘锦', '四平', '吉林', '松原', '白城', '通化', '延边朝鲜族自治州', '辽源', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '常州', '湖州', '盐城', '合肥', '绍兴', '舟山', '泰州', '金华', '扬州', '阜阳', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '连云港', '宿州', '临沂', '济宁', '枣庄', '日照', '温州', '台州', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '蚌埠', '亳州', '铜陵', '池州', '淮北', '周口', '驻马店', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '吉安', '赣州', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '滨州', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '随州', '荆门', '宜昌', '恩施土家族苗族自治州', '潜江', '重庆', '湘西土家族苗族自治州', '岳阳', '湘潭', '株洲', '益阳', '娄底', '常德', '衡阳', '邵阳', '永州', '郴州', '怀化', '张家界', '佛山', '东莞', '深圳', '清远', '中山', '惠州', '江门', '肇庆', '珠海', '韶关', '湛江', '茂名', '云浮', '梅州', '揭阳', '阳江', '河源', '汕头', '汕尾', '潮州', '贵港', '玉林', '钦州', '南宁', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '贵阳', '南充', '内江', '遂宁', '资阳', '宜宾', '眉山', '德阳', '绵阳', '乐山', '阿坝藏族羌族自治州', '雅安', '凉山彝族自治州', '自贡', '广元', '甘孜藏族自治州', '巴中', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '宝鸡', '延安', '安康', '铜川', '汉中']"
20200420,2,"['包头', '呼和浩特']"
20200420,3,"['大庆', '绥化', '哈尔滨']"
20200420,4,"['西宁', '白银', '临夏回族自治州', '兰州', '天水']"
20200421,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '石家庄', '沧州', '邯郸', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '大同', '滨州', '晋中', '太原', '忻州', '临汾', '长治', '阳泉', '运城', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '锦州', '大连', '本溪', '营口', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '白城', '延边朝鲜族自治州', '通化', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '常州', '盐城', '湖州', '合肥', '舟山', '绍兴', '泰州', '金华', '扬州', '温州', '阜阳', '台州', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '芜湖', '连云港', '宣城', '宿州', '临沂', '济宁', '枣庄', '日照', '衢州', '丽水', '上饶', '宁德', '六安', '淮南', '安庆', '亳州', '蚌埠', '铜陵', '淮北', '池州', '周口', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '三明', '厦门', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '赣州', '吉安', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '菏泽', '潍坊', '青岛', '烟台', '东营', '威海', '濮阳', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '驻马店', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '重庆', '湘西土家族苗族自治州', '岳阳', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '永州', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '肇庆', '江门', '韶关', '湛江', '珠海', '茂名', '梅州', '揭阳', '云浮', '河源', '汕头', '阳江', '汕尾', '潮州', '玉林', '钦州', '南宁', '贵港', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '内江', '贵阳', '南充', '遂宁', '资阳', '德阳', '眉山', '绵阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '甘孜藏族自治州', '巴中', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200421,2,"['包头', '呼和浩特']"
20200421,3,"['大庆', '绥化', '哈尔滨']"
20200421,4,"['西宁', '白银', '临夏回族自治州', '兰州', '天水']"
20200422,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '石家庄', '唐山', '沧州', '邯郸', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '晋中', '太原', '忻州', '临汾', '长治', '大同', '运城', '阳泉', '朔州', '晋城', '渭南', '三门峡', '榆林', '朝阳', '赤峰', '通辽', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '锦州', '大连', '营口', '本溪', '阜新', '丹东', '长春', '盘锦', '四平', '吉林', '松原', '白城', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '盐城', '常州', '湖州', '合肥', '舟山', '绍兴', '泰州', '金华', '扬州', '台州', '温州', '阜阳', '镇江', '滁州', '马鞍山', '宿迁', '徐州', '宣城', '芜湖', '连云港', '宿州', '临沂', '济宁', '枣庄', '日照', '衢州', '丽水', '宁德', '上饶', '六安', '淮南', '安庆', '亳州', '蚌埠', '淮北', '池州', '周口', '商丘', '信阳', '福州', '泉州', '莆田', '南平', '三明', '厦门', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '赣州', '吉安', '景德镇', '长沙', '萍乡', '黄冈', '新余', '鹰潭', '广州', '济南', '泰安', '淄博', '滨州', '菏泽', '潍坊', '青岛', '烟台', '威海', '东营', '濮阳', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '驻马店', '南阳', '漯河', '鹤壁', '济源', '孝感', '武汉', '鄂州', '咸宁', '荆州', '黄石', '仙桃', '随州', '荆门', '宜昌', '恩施土家族苗族自治州', '重庆', '湘西土家族苗族自治州', '岳阳', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '永州', '郴州', '张家界', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '江门', '肇庆', '湛江', '韶关', '珠海', '茂名', '梅州', '揭阳', '云浮', '汕头', '河源', '阳江', '汕尾', '潮州', '玉林', '钦州', '南宁', '贵港', '柳州', '防城港', '桂林', '北海', '梧州', '成都', '遵义', '广安', '达州', '泸州', '贵阳', '南充', '内江', '遂宁', '德阳', '眉山', '绵阳', '资阳', '乐山', '雅安', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州', '咸阳', '西安', '宝鸡', '延安', '安康', '汉中', '铜川']"
20200422,2,"['包头', '呼和浩特']"
20200422,3,"['大庆', '绥化', '哈尔滨']"
20200422,4,"['临夏回族自治州', '兰州', '白银', '天水']"
20200423,1,"['廊坊', '北京', '保定', '天津', '张家口', '承德', '唐山', '石家庄', '邯郸', '沧州', '德州', '邢台', '衡水', '秦皇岛', '葫芦岛', '安阳', '聊城', '朝阳', '赤峰', '通辽', '锡林郭勒盟', '铁岭', '沈阳', '抚顺', '辽阳', '鞍山', '锦州', '大连', '本溪', '营口', '阜新', '丹东', '盘锦', '四平', '长春', '吉林', '松原', '白城', '苏州', '上海', '嘉兴', '杭州', '南通', '无锡', '宁波', '南京', '盐城', '常州', '合肥', '湖州', '舟山', '泰州', '绍兴', '阜阳', '金华', '温州', '镇江', '滁州', '马鞍山', '扬州', '宿迁', '徐州', '宿州', '临沂', '济宁', '枣庄', '连云港', '衢州', '台州', '丽水', '宁德', '宣城', '上饶', '六安', '淮南', '安庆', '芜湖', '亳州', '蚌埠', '淮北', '周口', '商丘', '福州', '泉州', '莆田', '南平', '厦门', '三明', '漳州', '龙岩', '宜春', '南昌', '九江', '抚州', '赣州', '吉安', '景德镇', '黄冈', '新余', '济南', '泰安', '淄博', '滨州', '菏泽', '潍坊', '青岛', '烟台', '日照', '东营', '威海', '濮阳', '开封', '郑州', '新乡', '洛阳', '许昌', '焦作', '平顶山', '南阳', '驻马店', '信阳', '漯河', '三门峡', '鹤壁', '济源', '孝感', '武汉', '鄂州', '荆州', '咸宁', '黄石', '仙桃', '荆门', '随州', '宜昌', '恩施土家族苗族自治州', '重庆', '湘西土家族苗族自治州', '岳阳', '长沙', '益阳', '湘潭', '株洲', '常德', '娄底', '衡阳', '邵阳', '怀化', '郴州', '永州', '张家界', '广州', '佛山', '东莞', '深圳', '清远', '惠州', '中山', '江门', '肇庆', '湛江', '韶关', '茂名', '珠海', '揭阳', '汕头', '汕尾', '梅州', '河源', '潮州', '云浮', '玉林', '钦州', '南宁', '贵港', '柳州', '桂林', '防城港', '北海', '梧州', '成都', '广安', '遵义', '达州', '泸州', '南充', '贵阳', '内江', '德阳', '眉山', '绵阳', '资阳', '乐山', '雅安', '遂宁', '阿坝藏族羌族自治州', '宜宾', '凉山彝族自治州', '自贡', '广元', '巴中', '甘孜藏族自治州', '攀枝花', '安顺', '六盘水', '曲靖', '昆明', '玉溪', '楚雄彝族自治州', '红河哈尼族彝族自治州', '大理白族自治州', '文山壮族苗族自治州']"
20200423,2,"['阳泉', '汉中', '朔州', '长治', '晋城', '延安', '西安', '渭南', '榆林', '忻州', '晋中', '临汾', '咸阳', '安康', '大同', '宝鸡', '铜川', '运城', '太原']"
20200423,3,"['包头', '呼和浩特']"
20200423,4,"['大庆', '绥化', '哈尔滨']"
20200423,5,"['临夏回族自治州', '兰州', '白银', '天水']"
